Contcod,Group,R Rinc,Quintile,Pop
USA,7,23430,19,30.4093966
FRA,9,23591,19,6.4370515
GBR,8,23774,19,6.1393521
GRC,10,24353,19,1.1237094
ISL,7,24385,19,0.0317414
ESP,10,24857,19,4.5555716
CHE,8,25066,19,0.7647675
HRV,10,25285,19,0.4434
CHL,10,25336,19,1.6795593
LUX,8,25935,19,0.048865
NOR,9,26176,19,0.4768212
ISR,10,26789,19,0.73088
CAN,8,27507,19,3.3319098
TWN,10,27839,19,2.3037
ISL,8,27886,19,0.0317414
ITA,10,28984,19,5.9832179
SWE,10,28988,19,0.9219637
USA,8,29048,19,30.4093966
GBR,9,29434,19,6.1393521
FIN,10,29462,19,0.5313399
JPN,10,29508,19,12.770404
SGP,9,29556,19,0.48394
BEL,10,30173,19,1.0709973
LUX,9,31031,19,0.048865
DNK,10,31321,19,0.5493621
CHE,9,31501,19,0.7647675
KOR,10,32295,19,4.8949
IRL,10,33293,19,0.4425683
AUT,10,33355,19,0.8336926
ISL,9,33594,19,0.0317414
SYC,10,33627,19,0.0086956
CAN,9,33782,19,3.3319098
NLD,10,37224,19,1.6445593
DEU,10,38001,19,8.2110097
USA,9,38077,19,30.4093966
NOR,10,41164,19,0.4768212
FRA,10,43111,19,6.4370515
SGP,10,46890,19,0.48394
LUX,10,51521,19,0.048865
GBR,10,52257,19,6.1393521
CHE,10,53300,19,0.7647675
CAN,10,56054,19,3.3319098
ISL,10,59348,19,0.0317414
USA,10,72925,19,30.4093966
